Kommune,Jahr,Name der Beteiligung,Ausschuss,Thema,Beschlussempfehlung,Begründung,Änderungen,Antragsteller W,Antragsteller M,Antragsteller D,im Ausschuss genehmigt,im Rat genehmigt,AGS,Einwohnerzahl,stärkste Fraktion,Schulform,Bundesland,Klassenstufe,urban/ländlich,Status in echt,Anmerkungen,Ansprechpartner
Hamburg,2023,Jugend im Parlament,Bildung,Grundschule bis zur 6 Klasse,"Die Hamburgische Bürgerschaft möge beschließen, dass die Grundschule bis zu 6 Klassen erweitert wird.","Kinder haben mehr Zeit sich fortzubilden und über geistige Kompetenz, Reife und Intelligenz zu ergattern, bevor sie das Gymnasium/Stadtteilschule betreten. Die Kinder würden zudem von weniger Druck profitieren, sie hätten außerdem, mehr Zeit über deren weiterführende Schule sich Gedanken zu machen, zudem hätten die Eltern ebenfalls mehr Zeit darüber zu entschließen. All dies würde zu mehr Erfolg im Schulwesen führen und Druck von den Kinder nehmen.",,,,,ja,ja,02000000,1800000,SPD,,Hamburg,,urban,,,
Hamburg,2023,Jugend im Parlament,Soziales,Jugendhilfe bei Gewalt,"Die Hamburgische Bürgerschaft möge beschließen, dass der Prozess von einem Problem zu Hause bis zur Lösung vereinfacht wird durch mehr Hilfestellung vom Hamburgischen Jugendamt und das der Schutz durch Wohngruppen, Kinderhäusern etc. Problemloser gegeben wird.","Dieses Thema ist wichtig, da es viele Kinder gibt die Probleme zu Hause haben und keine Lösung kennen. Dies sorgt für Probleme mit der Schulischen Leistung und des Sozialverhalten. Die Lösung dieses Problems sorgt für mehr Zufriedenheit und für eine verbesserte Gesellschaft.",,,,,ja,ja,02000000,1800000,SPD,,Hamburg,,urban,,,
Hamburg,2023,Jugend im Parlament,Soziales,Mehr Kindergartenplätze,"Die Hamburgische Bürgerschaft möge beschließen, dass mehr Kindergartenplätze ermöglicht werden sollen. Um dies zu schaffen, möge die Stadt Hamburg den Beruf Kindergärtner*in attraktiver machen. Zum Beispiel durch bessere Bezahlung oder des Baus von neuen Kindergärten.","Viele Eltern finden, aufgrund von Mangel an Plätzen und hoher Nachfrage, keine Kindergartenplätze für ihre Kinder, weshalb die Kinder entweder alleine Zuhause sind oder die Eltern Zuhause bleiben müssen. Außerdem sind Kindergärten von großem Wert in Sachen Integration, durch die Verringerung sprachlicher Probleme, die einem später in der schulischen Laufbahn Probleme bereiten könnten.",Zum Beispiel durch eine bessere Bezahlung auch schon in der Ausbildung. Kostenloser ÖPNV für diese Berufsgruppen. Ein abgestimmtes Praktikum.,,,,ja,ja,02000000,1800000,SPD,,Hamburg,,urban,,,
Hamburg,2023,Jugend im Parlament,Schule,13 Jahre Schule für alle (Gymnasium),"Die Hamburgische Bürgerschaft möge beschließen, dass alle Schüler das Abitur im 13. Schuljahr abschließen.","Ich stelle diesen Antrag, weil das Thema wichtig ist. Es ist wichtig, weil die Schüler mehr Zeit zum Lernen haben, was ihre Noten erheblich verbessert. Sie verspüren keinen Leistungsdruck, da alle die gleiche Zeit haben. Sie haben mehr Zeit für ihre Hobbies, was gut für die Gesundheit ist.",,,,,nein,nein,02000000,1800000,SPD,,Hamburg,,urban,,,
Hamburg,2023,Jugend im Parlament,Schule,Digitalisierung und Projekttage,"Die Hamburgische Bürgerschaft möge beschließen, dass in der Schule mehr Unterstützung in Form von sozialen Projekten gibt. Die Schule soll digitaler arbeitet und es sollen weniger Klassenarbeiten geschrieben werden.",Dieses Thema ist wichtig da SchülerInnen durch mehr Digitalisierung einen einfacheren Zugriff zu Materialien haben. Außerdem ist es wichtig das Kinder und Jugendliche an projekttagenteilnehmen können,Ab der 7. Klasse.,,,,ja,ja,02000000,1800000,SPD,,Hamburg,,urban,,,
Hamburg,2023,Jugend im Parlament,Bildung,Anpassung der Lehrkraftausbildung,"Die Hamburgische Bürgerschaft möge beschließen, dass die Lehramtsausbildung in den Bereichen Pädagogik und Erläuterungskompetenz erweitert werden soll.","Oftmals fehlt Lehrkräften die Fähigkeit sich adäquat in Schüler hinenzuversetzen und sie ernst zu nehmen. Hinzu kommt, dass viele Lehrkräfte nicht fähig sind ihre Kurrikula einleuchtend zu verständigen. Diese Umstände führen zu einem nicht nur schwierigen, sondern auch ineffizienten Lernerlebnis.",,,,,nein,nein,02000000,1800000,SPD,,Hamburg,,urban,,,
Hamburg,2023,Jugend im Parlament,Bildung,Aufklärung über Rauschmittel,"Die Hamburgische Bürgerschaft möge beschließen, dass schon im geringen Alter über das Rauchen, Konsumieren von Drogen und Alkohol besser informiert werden soll und vor allem negative Folgen dargestellt und erklärt werden. Zusätzlich soll gegen Werbung, in denen Suchtmittel gezeigt werden, ein Verbot verhängt werden. In der Schule können Fachberater für Sucht und übermäßigen Konsum den Kindern und Jugendliche für Fragen zur Seite stehen.","Die Statistik zeigt, dass immer mehr Menschen süchtig nach Rauschmitteln werden. Dadurch vernachlässigen sie ihr Leben und stürzen oft in einen Berg aus Schulden, aus dem sie schwer wieder rauskommen. Gerade wenn Kinder so etwas zu sich nehmen, ist das schädlich für ihre Gesundheit und kann dauerhafte Schäden hinterlassen.",,,,,zurückgezogen,zurückgezogen,02000000,1800000,SPD,,Hamburg,,urban,,,
Hamburg,2023,Jugend im Parlament,Integration,Gleichberechtigung der Frauen,"Die Hamburgische Bürgerschaft möge beschließen, dass gleiche Bezahlung für alle Geschlechter in der selben Arbeitsabteilung eingeführt werden soll. Es sollen auch mehr Frauen für höhere Positionen kandidieren, da es dort sehr viele Männer gibt.","Das Thema ist sehr wichtig, weil viele Frauen in unserem Land benachteiligt werden. Außerdem werden sie je nach Abteilung/Position schlechter bezahlt, wodurch alleine lebende Frauen einen schlechteren Lebensstandard als allein lebende Männer haben, die dieselbe Arbeit haben.",,,,,zurückgezogen,zurückgezogen,02000000,1800000,SPD,,Hamburg,,urban,,,
Hamburg,2023,Jugend im Parlament,Stadtentwicklung,Mehr elektrische Ladesäulen,"Die Hamburgische Bürgerschaft möge beschließen, dass es mehr Ladesäulen für elektrische Autos geben soll.","Grund hierfür ist die Subventionspolitik des Bundeswirtschaftsminesterium. Der Prognose zufolge dürften dieses Jahr nur noch 440.000 Elektroautos zugelassen werden, 32.000 weniger als im Vorjahr. Auch die höheren Zinsen bremsten das Geschäft, weil stärker im Leasing genutzt werden.",Hamburg soll mehr Ladesäulen fördern.,,,,nein,nein,02000000,1800000,SPD,,Hamburg,,urban,,,
Hamburg,2023,Jugend im Parlament,Umwelt,Umwelt Bildung,"Die Hamburgische Bürgerschaft möge beschließen, dass die Bildung über die Umwelt und deren Probleme verstärkt und verbessert wird. Zum Beispiel sollte ein Pflichtfach von der ersten Klasse bis zum Abitur eingeführt werden.","Der Grund dafür ist, dass die Kinder über den Klimawandel aufgeklärt werden. Außerdem können Menschen dadurch umweltbewusster mit der Umwelt umgehen.",Umweltbildung soll in Fächern gestärkt werden. Ab der Oberstufe ein neues Wahlfach.,,,,ja,ja,02000000,1800000,SPD,,Hamburg,,urban,,,
Hamburg,2023,Jugend im Parlament,Umwelt,Weniger Tierleid in der Massenindustrie,Die Hamburgische Bürgerschaft möge beschließen. dass in der Lebensmittelindustrie mehr auf das Wohl der Tiere geachtet werden soll - durch regelmäßige Kontrollen mit verbesserten Mindeststandards in den Lebensmittelkonzernen/ Viehzüchten.,"Damit das insgesamte Tierleid vermindert wird und der Fleischkonsum teurer, dadurch vermindert wird.",,,,,zurückgezogen,zurückgezogen,02000000,1800000,SPD,,Hamburg,,urban,,,
Hamburg,2023,Jugend im Parlament,Umwelt,Begrünung von Dächern,"Die Hamburgische Bürgerschaft möge beschließen, dass die Begrünung von Dächern in Hamburg gefördert wird. Auf Hamburger Dächern (Eigentum des Landes Hamburg) soll verpflichtend Moos angepflanzt werden. Häuser oder Gebäude, die in Privateigentum stehen, sind nicht verpflichtet, können allerdings finanzielle Unterstützung beantragen, falls sie dies ausführen möchten.","Moose binden CO2 und wandeln es durch Photosynthese in Sauerstoff um. Dadurch würde sich die Luft in der Stadt verbessern, was gut für die Umwelt wäre. Aus diesem Grund möchten wir, dass die Begrünung von Dächern in Hamburg gefördert wird.",Auf Flachdächern.,,,,ja,ja,02000000,1800000,SPD,,Hamburg,,urban,,,
Hamburg,2023,Jugend im Parlament,Stadtentwicklung,Trinkwasserspender im öffentlichen Raum,"Die Hamburgische Bürgerschaft möge beschließen, dass im öffentlichen Raum Trinkwasserspender gebaut werden, somit hat jeder gratis Zugang zu Wasser.","In der Innenstadt können viele Trinkwasserspender gebaut werden. So kann man verhindern, dass obdachlose Menschen verdursten. So kann jeder gratis Wasser trinken. Dadurch werden auch weniger Wasserflaschen gekauft. Mit den Trinwasserspendern kann man draußen schnell und mühelos Wasser trinken bei großer Hitze.",Mehr Trinkwasserspender.,,,,ja,ja,02000000,1800000,SPD,,Hamburg,,urban,,,
Hamburg,2023,Jugend im Parlament,Jugend,Mehr Fußballplätze in der Stadt,"Die Hamburgische Bürgerschaft möge beschließen, dass mehr Fußballplätze in Hamburg gebaut werden sollen.",Um den Fußball zu fördern und mehr Talente zu entwickeln.,Mehr Sportplätze. Mehr Förderung aucgh von kleinen Feldern und Sportarten.,,,,nein,nein,02000000,1800000,SPD,,Hamburg,,urban,,,
Hamburg,2023,Jugend im Parlament,Umwelt,Kahle und freie Flächen umweltfreundlicher gestalten.,"Die Hamburgische Bürgerschaft möge beschließen, dass kahle Flächen unf freie Plätze grüner und umweltfreundlicher genutzt und gestaltet werden. Zum Beispiel mehr Grünflächen und Fahrradparkplätze.",Durch diese Maßnahmen kann man das Co2 in der Luft senken und Vorteile für die Tiere schaffen. Durch das Hinzufügen von Pflanzen haben Insekte mehr Wege gut zu Leben. Alles in allem würde dieser Beschluss nur für Vorteile für alle sorgen.,,,,,ja,ja,02000000,1800000,SPD,,Hamburg,,urban,,,
Hamburg,2023,Jugend im Parlament,Umwelt,Co2 veringern,"Die Hamburgische Bürgerschaft möge beschließen, dass Co2 Ausstoß an Schulen verringert werden soll. Vorschläge hierfür, wären zum Beispiel mehr Online Unterricht und Kurse. Es könnten auch umweltbewusste Fächer eingeführt werden. Es ist auch möglich Schulgärten anzulegen. Um Schulen herum könnten autofreie Zonen eingerichtet werden.",Umwelt und Klimawandel betrifft uns alle. Wir dürfen die Erde nicht mit Co2 verpesten. Abgase sind schädlich für die Gesundheit. Auf Schuldächern sollen Solarplatten montiert werden.,Digitales Unterrichtsmaterial und Fahrradstraßen solle CO2 einsparen.,,,,ja,ja,02000000,1800000,SPD,,Hamburg,,urban,,,
Hamburg,2023,Jugend im Parlament,Bildung,Schulkurs zum Thema vegetraische und vegane Ersatzprodukte,"Die Hamburgische Bürgerschaft möge beschließen, dass Projekte und Kurse zum Thema Ersatzprodukte in Schulen zur Verfügung gestellt werden bei denen man unter anderem über die Herstellung von Ersatz Produkten aufgeklärt wird.",Dies ist wichtig um Schüler*innen auf zu klären und ihnen bewusst zu machen was sie essen und wie sie sich vegetarisch ernähren. Ebenfalls machen einem solche Kurse bewusst welche Alternativen es gibt,,,,,ja,ja,02000000,1800000,SPD,,Hamburg,,urban,,,
Hamburg,2023,Jugend im Parlament,Umwelt,Solarplatten auf Schulen,"Die Hamburgische Bürgerschaft möge beschließen, dass auf Schulen Solarplatten montiert werden, um den Energieverbrauch aus Fossilen Energien zu reduzieren.",Der Energieverbrauch der durch die Digitalisierung entsteht kann so gedeckt werden. Überschüssige Energie kann in das allgemeine Netz eingespeist werden damit die Schulen so Geld verdienen können. Schulen wären ein Vorbild und somit zukunftsweisend.,,,,,ja,ja,02000000,1800000,SPD,,Hamburg,,urban,,,
Hamburg,2023,Jugend im Parlament,Soziales,Anlaufstellen für Obdachlose,"Die Hamburgische Bürgerschaft möge beschließen, dass es mehr öffentliche Anlaufstellen für Obdachlose gibt, wo sie eine Schlafmöglichkeit erhalten zu dem die Grundversorgung gesichert ist wozu anständige Mahlzeiten und Wasser und Pflegemöglichkeiten gehören.",Das Thema ist wichtig da sie ebenfalls ein Recht auf Versorgung haben außerdem würden Menschen bemerken das Bedürftige es schwer haben und würden den Bedürftigen Geld spenden oder essen kaufen.,Mehr öffentliche und zentrale Anlaufstellen. Diese sollen nicht in Wohngebiete.,,,,nein,nein,02000000,1800000,SPD,,Hamburg,,urban,,,
Hamburg,2023,Jugend im Parlament,Verkehr,Autofreie Zone im Schulgebiet,"Die Hamburgische Bürgerschaft möge beschließen, dass das Gebiet zwischen Fruchtallee, Beim Schlump, Grindelberg und Isebekkanal (Eimsbüttel) an Schultagen von 7:00 bis 18:00 Uhr vom Automobilverkehr befreit wird. Ausgeschlossen von dem Verbot sind Fahrzeuge des ÖPNV und des Lieferverkehrs. Dies soll durch die Installation von absenkbaren Pollern umgesetzt werden.","Aufgrund der hohen Dichte an Schulen in dem Gebiet soll die Sicherheit der Schüler*innen auf dem Schulweg sichergestellt werden. Außerdem wird so das Klima in der Stadt geschont, da die Lärm- und Feinstaubbelastung verringert wird. Des weiteren ist das Projekt einfach umsetzbar und kann in naher Zukunft durchgeführt werden.",Änderung der Zeiten: 7:00 Uhr bis 8:30 Uhr und 13:00 bis 15:00 Uhr.,,,,ja,ja,02000000,1800000,SPD,,Hamburg,,urban,,,
Hamburg,2023,Jugend im Parlament,Verkehr,Kostenloses Ticket für den HVV für alle,"Die Hamburgische Bürgerschaft möge beschließen, dass Fahrkarten für Bus und Bahn kostenlos für jede und jeden verfügbar werden.","Mehr Menschen werden mit Bus und Bahn fahren, was durch elektrische mit Ökostrom fahrende Bahnen besser für die Umwelt ist. Partizipation von allen Bevölkerungsgruppen. Mehr Bahnen werden benötigt -> mehr Arbeitsplätze. Durch mehr Nutzung wird der HVV präsenter und es wird leichter die Schienen auszubauen. Die Straßen werden leerer, da weniger Menschen Autofahren und es wird ruhiger/leiser.",Zusammengelegt mit TOP 26 und TOP 27. Es soll einen Probelauf von drei Monaten mit anschließender Auswertung geben.,,,,ja,ja,02000000,1800000,SPD,,Hamburg,,urban,,,
Hamburg,2023,Jugend im Parlament,Verkehr,Senioren sollen kostenfrei Bus und Bahn fahren können,"Die Hamburgische Bürgerschaft möge beschließen, dass Senioren kostenfrei Bus und Bahnfahren können. Also sie müssen nur ein kostenlosen Antrag stellen, um dann eine Art Seniorenticket zu kriegen.","Wir stellen diesen Antrag weil wir denken, dass Senioren oft nicht genug Rente kriegen und diese Hilfe benötigen könnten. Zu dem würde diese Regel zur Klimafreundlichkeit der Stadt beibringen.",Zusammengelegt mit TOP 25 und TOP 27. Es soll einen Probelauf von drei Monaten mit anschließender Auswertung geben.,,,,ja,ja,02000000,1800000,SPD,,Hamburg,,urban,,,
Hamburg,2023,Jugend im Parlament,Verkehr,Kostenlose öffentlichen Verkehrsmittel,"Die Hamburgische Bürgerschaft möge beschließen, dass die Fahrkarten für Jugendliche und Kinder in den Öffentlichen Verkehrsmittel kostenlos werden.","Kinder und Jugendliche kostenlos in Bussen und Bahnen befördern zulassen, könnte darauf basieren ihre Mobilität zu fördern, und ihnen den Zugang zu Bildung, Freizeitaktivitäten sowie sozialen Veranstaltungen zu erleichtern, dies könnte auch die Umweltfreundlichkeit befördern, in dem mehr Jugendliche also Personen von 6-18 Jahren, mit ihrer Familie die Öffentliche Verkehrsmitteln benutzen um irgendwo hinzu kommen und es wäre eine finanzielle Entlastung für die Eltern.",Zusammengelegt mit TOP 25 und TOP 26. Es soll einen Probelauf von drei Monaten mit anschließender Auswertung geben.,,,,ja,ja,02000000,1800000,SPD,,Hamburg,,urban,,,
Hamburg,2023,Jugend im Parlament,Verkehr,Bessere Taktung der Busse,"Die Hamburgische Bürgerschaft möge beschließen, dass die Taktung der Busse überarbeitet wird, sodass die Busse häufiger fahren, wie zum Beispiel die Linien 281 und X35. Ebenso sollen die Busse am Wochenende und in den Abendstunden regulärer fahren und auch die Busse die in die Randbezirke fahren wie nach Bergedorf, Langendorf und Pinneberg häufiger fahren, sodass die Jugendlichen schneller und sicherer nachhause kommen.","Wir stellen diesen Antrag, da es besser wäre für das Klima, weil dadurch mehr Leute zu den Öffentlichen Verkehrmitteln greifen würden. Zudem wäre es sicherer für die Jugendlichen die Abends draußen sind das diese auch sicherer nachhause kommen.",,,,,ja,ja,02000000,1800000,SPD,,Hamburg,,urban,,,
Hamburg,2023,Jugend im Parlament,Verkehr,Mehr Fahrradstraßen,"Die Hamburgische Bürgerschaft möge beschließen, dass an großen, vielbefahrenen Straßen Teile für Fahrradstraßen abgetrennt werden. Dort sollen dann nur Fahrräder fahren dürfen.","Dieser Antrag ist wichtig, weil er erstens vielleicht mehr Menschen ermöglicht, oder sie Lust bekommen Fahrrad zu fahren. Das wiederum würde dazu führen, dass mehr Menschen Fahrrad fahren und die Straßen ohne Autoverkehr automatisch leerer sind. Dann wäre es leiser -> Anwohnerfreundlicher.","Zusammengelegt mit TOP 30. Fahrradwege werden auf die Straße verlegt, z.B. Reeperbahn.",,,,ja,ja,02000000,1800000,SPD,,Hamburg,,urban,,,
Hamburg,2023,Jugend im Parlament,Verkehr,Verbesserung Radweg Bundesstraße,"Die Hamburgische Bürgerschaft möge beschließen, dass der Radweg auf der Bundesstraße zwischen der Kreuzung Gustav-Falke-Straße und der Kreuzung Rentzelstraße auf beiden Straßenseiten ganz auf die Straße verlegt und klar markiert wird.","Die Bundesstraße befindet sich in der Nähe mehrerer weiterführender Schulen und wird von Schüler*innen vor allem morgens und nachmittags zur An- und Abreise genutzt. Der bisherige Fahrradweg führt jedoch an mehreren Baustellen vorbei und beinhaltet einige ungünstige Wechsel vom Gehweg auf die Straße, wodurch die Unfallgefahr steigt. Eine komplette Verlagerung auf die Straße wäre nicht nur leichter umzusetzen als eine Neuverlegung des Gehwegs, der Fahrradweg verliefe auf einer einheitlichen Fläche ohne Bordsteine, wodurch auch die Rutschgefahr bei Regen und Schnee verringert werden würde. Die zu setzenden Markierungen könnten sich hierbei an denen der kürzlich renovierten Kreuzung Bundesstraße/Beim Schlump orientieren.","Zusammengelegt mit TOP 29. Fahrradwege werden auf die Straße verlegt, z.B. Reeperbahn.",,,,ja,ja,02000000,1800000,SPD,,Hamburg,,urban,,,
